Image,Window,R,G,B
80.jpg,H_40,74.601875,158.401875,176.07500000000002
80.jpg,H_60,50.798125,143.448125,165.77937500000002
80.jpg,H_80,30.709375,102.155625,121.573125
81.jpg,W_Ref,158.165,181.05625,155.495
81.jpg,B_Ref,18.190625,18.25875,12.731250000000001
81.jpg,H_20,87.97,155.815,163.2225
81.jpg,H_40,75.848125,158.3775,174.54125
81.jpg,H_60,50.05125,143.31875,166.256875
81.jpg,H_80,29.88875,101.76625,120.755
82.jpg,W_Ref,158.285,181.21375,155.37125
82.jpg,B_Ref,19.775625,17.114375,13.151250000000001
82.jpg,H_20,87.71625,156.105625,163.1925
82.jpg,H_40,75.0875,158.825625,174.603125
82.jpg,H_60,51.405625,143.345625,164.9725
82.jpg,H_80,31.079375000000002,101.596875,120.75
83.jpg,W_Ref,157.975,180.90375,155.08125
83.jpg,B_Ref,18.949375,17.570625,13.18
83.jpg,H_20,88.338125,155.239375,163.26
83.jpg,H_40,76.08500000000001,158.56625,174.323125
83.jpg,H_60,51.240625,143.05937500000002,166.04500000000002
83.jpg,H_80,30.046875,101.6825,120.74187500000001
84.jpg,W_Ref,157.4275,181.29125,154.273125
84.jpg,B_Ref,18.021250000000002,18.750625,13.014375000000001
84.jpg,H_20,87.041875,156.238125,163.473125
84.jpg,H_40,74.84875,158.8775,174.85625000000002
84.jpg,H_60,50.79625,143.0075,165.870625
84.jpg,H_80,29.76875,101.99062500000001,120.638125
85.jpg,W_Ref,158.4125,181.369375,155.803125
85.jpg,B_Ref,18.365625,18.035625,13.08
85.jpg,H_20,88.12625,155.58,163.90312500000002
85.jpg,H_40,75.688125,158.223125,175.51625
85.jpg,H_60,50.50125,142.56875,168.81
85.jpg,H_80,28.845,102.35125000000001,121.1175
86.jpg,W_Ref,158.305,181.10625000000002,155.955
86.jpg,B_Ref,18.475,18.035625,13.28875
86.jpg,H_20,87.60625,156.250625,163.379375
86.jpg,H_40,76.544375,158.891875,175.7825
86.jpg,H_60,51.624375,142.863125,165.131875
86.jpg,H_80,30.263125000000002,101.628125,121.45
87.jpg,W_Ref,158.555,181.7275,154.32750000000001
87.jpg,B_Ref,19.330625,17.203125,13.91375
87.jpg,H_20,87.505625,156.069375,163.82
87.jpg,H_40,75.425,158.564375,175.356875
