Fecha,Sensor,R,G,B
20260508,2,83.41112724835214,49.72405317841582,66.07060663613004
20260508,3,70.46481481481482,37.1838779956427,55.35708061002178
20260508,W_Ref,158.3397920604915,142.09120982986767,131.8757088846881
20260508,B_Ref,31.764650283553877,33.109640831758036,40.349716446124766
20260508,4,83.08195211786372,44.825851749539595,52.98400092081032
20260508,5,78.04317673378077,46.69552572706935,60.22002237136466
20260508,6,119.92393320964749,98.14213564213564,96.85497835497834
20260510,W_Ref,167.74070247933884,151.39979338842974,138.2551652892562
20260510,B_Ref,28.074380165289256,27.072314049586776,33.07231404958678
20260510,1,86.65011372251705,46.245135203436945,54.72188526661612
20260510,2,84.64222411071992,47.48925579701348,61.10440694427583
20260510,3,67.78377437325905,28.13765088207985,42.00882079851439
20260510,W_Ref,175.23697916666666,156.57335069444446,140.16710069444446
20260510,B_Ref,27.763020833333332,27.252604166666668,32.459635416666664
20260510,4,88.31108368857977,42.75903073816468,48.81411263181512
20260510,5,87.18943355119825,47.88736383442266,61.790849673202615
20260510,6,141.2393396130862,112.44717917552921,109.02441000709004
20260513,W_Ref,167.54105029585799,150.3276627218935,134.23742603550295
20260513,B_Ref,25.43491124260355,23.18971893491124,23.63609467455621
20260513,1,79.81595426082222,30.008893729013526,34.05799074326164
20260513,2,78.39469862018882,37.75816993464052,48.624546114742195
20260513,3,58.23353186949951,24.319583963018935,34.33229620410703
20260513,W_Ref,175.4519890260631,157.16495198902606,137.9423868312757
20260513,B_Ref,25.33264746227709,23.378257887517147,26.728737997256516
20260513,4,85.23024830699774,28.249696127799965,29.16391734676159
20260513,5,84.96314435129078,37.25898563957832,46.565119946874745
20260513,6,140.67403876211316,108.45217255392309,99.72139731165989
20260515,W_Ref,164.2618147448015,149.33790170132326,136.20982986767487
20260515,B_Ref,26.071833648393195,25.51843100189036,29.994328922495274
20260515,1,82.70353931944919,40.26539205644703,50.78638898372596
20260515,2,77.75030971956302,41.43270638585427,57.07962608401847
20260515,3,55.95442875481386,22.747646555412924,33.86350021394951
20260515,W_Ref,157.4948,144.834,135.7188
20260515,B_Ref,23.862,22.8492,28.7136
20260515,4,70.70742663206228,30.675384308245157,38.925034937113196
20260515,5,68.30259450004858,34.866290933825674,50.19249829948498
20260515,6,118.13351981351981,94.9981351981352,92.89361305361305
20260518,W_Ref,170.62145557655955,151.67296786389414,137.63468809073723
20260518,B_Ref,30.266540642722116,28.50047258979206,33.54395085066162
20260518,1,86.96143048944221,46.19809593555474,57.78420602953741
20260518,2,80.16900556496492,40.33934188240987,54.33256714251149
20260518,3,64.54866123399302,26.51152502910361,38.70395809080326
